county_desc	precinct_abbrv	vtd_abbrv	age	party_cd	race_code	ethnic_code	sex_code	total_voters	election_date	stats_type	update_date	voting_method	voting_method_desc	voted_party_cd
BURKE	0062	0062	Age 18 - 25	REP	U	UN	U	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	REP
CABARRUS	01-08	01-08	Age 26 - 40	REP	U	UN	U	13	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	REP
WAKE	04-16	04-16	Age 41 - 65	REP	U	UN	U	2	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	REP
ONSLOW	FS16	FS16	Age 26 - 40	UNA	W	UN	M	16	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
ALAMANCE	035	035	Age 41 - 65	DEM	U	HL	F	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
BLADEN	P201	P201	Age 41 - 65	REP	W	NL	F	2	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	REP
ROWAN	34	34	Age Over 66	REP	W	UN	M	2	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	REP
WAYNE	2530	30	Age 18 - 25	UNA	B	NL	M	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
MECKLENBURG	032	032	Age 26 - 40	DEM	W	UN	F	2	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
MOORE	TLT	TLT	Age 41 - 65	DEM	W	NL	F	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
GUILFORD	CG1	CG1	Age Over 66	UNA	W	UN	F	2	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	UNA
PITT	1511A	1511A	Age 41 - 65	REP	W	NL	U	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	REP
MECKLENBURG	151	151	Age 41 - 65	REP	O	NL	F	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	REP
HALIFAX	RR 10	RR-10	Age Over 66	REP	U	UN	M	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	REP
WAKE	09-01	09-01	Age 41 - 65	DEM	B	UN	U	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
BRUNSWICK	01	01	Age 41 - 65	UNA	W	NL	F	6	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
FORSYTH	306	306	Age 18 - 25	DEM	U	UN	M	2	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
HAYWOOD	FC-1	FC-1	Age Over 66	REP	W	NL	M	13	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	REP
MECKLENBURG	006	006	Age 26 - 40	DEM	W	HL	F	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
MECKLENBURG	101	101	Age 18 - 25	DEM	U	UN	U	3	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	DEM
GUILFORD	G27	G27	Age 41 - 65	UNA	W	NL	F	2	11/03/2020	history	01/13/2021	ABS-CURB	ABS-CURB	UNA
MECKLENBURG	211	211	Age 18 - 25	UNA	M	UN	M	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
ROWAN	36	36	Age 41 - 65	UNA	B	NL	M	3	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	UNA
RANDOLPH	UG	15	Age 26 - 40	UNA	B	UN	F	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
YADKIN	BNVL	BNVL	Age 41 - 65	REP	W	NL	M	156	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	REP
HOKE	12	12	Age 26 - 40	REP	W	HL	F	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	REP
HARNETT	PR25	PR25	Age 18 - 25	UNA	W	NL	M	4	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
CLAY	BRAS	BRAS	Age 41 - 65	DEM	U	UN	M	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	DEM
DURHAM	53-2	53-2	Age 18 - 25	DEM	M	HL	F	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
WILKES	103	103	Age Over 66	DEM	W	NL	F	3	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
FORSYTH	708	708	Age 41 - 65	DEM	B	NL	M	2	11/03/2020	history	01/13/2021	ABS-CURB	ABS-CURB	DEM
GUILFORD	G01	G01	Age 26 - 40	DEM	B	NL	F	7	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
LEE	D2	D	Age Over 66	DEM	B	NL	M	6	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
DURHAM	24	24	Age 41 - 65	UNA	U	HL	F	2	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
MECKLENBURG	235	235	Age Over 66	DEM	B	UN	U	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
CASWELL	LOCU	LOCU	Age Over 66	REP	W	NL	F	1	11/03/2020	history	01/13/2021	CURBSIDE	CURBSIDE	REP
WAKE	19-20	19-04	Age Over 66	UNA	W	UN	M	5	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
BUNCOMBE	21.1	103.1	Age 41 - 65	REP	W	NL	F	18	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	REP
MECKLENBURG	242	242	Age 41 - 65	UNA	U	UN	U	2	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
GUILFORD	G34	G34	Age 41 - 65	DEM	B	NL	F	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	DEM
GUILFORD	JAM3	JAM3	Age Over 66	UNA	A	UN	M	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
WAKE	08-10	08-10	Age 41 - 65	UNA	U	UN	U	9	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	UNA
MADISON	GRAPEV	GRAPEV	Age 41 - 65	UNA	U	UN	F	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
WAKE	16-11	16-08	Age 41 - 65	DEM	U	HL	F	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	REP
CRAVEN	02	18	Age 18 - 25	CST	W	NL	M	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	CST
GUILFORD	G57	G57	Age Over 66	REP	O	NL	F	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	REP
YADKIN	SKNB	SKNB	Age 26 - 40	REP	U	UN	U	5	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	REP
CUMBERLAND	G2A	G2	Age 26 - 40	REP	U	UN	M	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	REP
BUNCOMBE	11.1	11.1	Age 26 - 40	DEM	U	UN	F	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
RUTHERFORD	14	14	Age 41 - 65	UNA	W	NL	M	13	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
NORTHAMPTON	GASTON	GASTON	Age 41 - 65	REP	W	NL	F	1	11/03/2020	history	01/13/2021	CURBSIDE	CURBSIDE	REP
WILSON	PRTO	PRTO	Age 41 - 65	DEM	U	UN	U	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
CUMBERLAND	CC03	CC03	Age 26 - 40	REP	W	UN	M	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	REP
MECKLENBURG	101	101	Age 41 - 65	DEM	B	UN	U	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
MECKLENBURG	133	133	Age Over 66	UNA	A	UN	M	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
WILSON	PRWC	PRWC	Age 26 - 40	DEM	B	NL	M	15	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
LENOIR	W	W	Age 41 - 65	REP	O	NL	F	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	REP
SURRY	27	27	Age 41 - 65	DEM	W	NL	F	14	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
ROWAN	45	45	Age Over 66	UNA	W	NL	F	1	11/03/2020	history	01/13/2021	ABS-CURB	ABS-CURB	UNA
YANCEY	11 PRI	11-PRI	Age Over 66	UNA	W	NL	F	8	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	UNA
BRUNSWICK	02	02	Age 26 - 40	UNA	W	NL	M	3	11/03/2020	history	01/13/2021	TRANSFER	TRANSFER	UNA
CRAVEN	11	11	Age Over 66	REP	W	UN	M	1	11/03/2020	history	01/13/2021	CURBSIDE	CURBSIDE	REP
PITT	1102B	1102B	Age 18 - 25	UNA	O	NL	F	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	UNA
ALAMANCE	06E	06E	Age 41 - 65	UNA	U	HL	F	2	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
JOHNSTON	PR12A	PR12	Age 18 - 25	UNA	W	NL	M	14	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
LINCOLN	TA37	TR30	Age 41 - 65	UNA	W	NL	F	37	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
CLEVELAND	KINGST	KINGST	Age 26 - 40	DEM	B	UN	M	3	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
NASH	P19A	0039	Age 26 - 40	UNA	W	NL	F	7	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
GUILFORD	G11	G11	Age Over 66	UNA	W	NL	F	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
WAYNE	23	23	Age Over 66	DEM	W	NL	M	1	11/03/2020	history	01/13/2021	CURBSIDE	CURBSIDE	DEM
CABARRUS	12-14	12-10	Age 41 - 65	REP	W	NL	F	3	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	REP
YANCEY	02 CAN	02-CAN	Age 18 - 25	UNA	W	NL	M	11	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
RICHMOND	08	08	Age 41 - 65	DEM	A	UN	F	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
CUMBERLAND	G4A	G4	Age 26 - 40	REP	O	NL	F	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	REP
FORSYTH	905	905	Age 41 - 65	DEM	U	UN	M	2	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
HAYWOOD	CL-S	CL-S	Age 18 - 25	UNA	B	NL	M	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
LEE	A1	A	Age 18 - 25	DEM	O	UN	F	2	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
RANDOLPH	SE	17	Age 41 - 65	DEM	W	NL	M	2	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
NEW HANOVER	M02	M02	Age 41 - 65	DEM	U	UN	F	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
WAKE	20-04	20-04	Age 26 - 40	GRE	U	UN	U	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	GRE
POLK	GC09	GC09	Age Over 66	DEM	W	UN	F	5	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
MADISON	MARS H	MARS-H	Age 41 - 65	UNA	U	UN	U	4	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	UNA
NEW HANOVER	W29	W29	Age 41 - 65	UNA	B	UN	U	3	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
ALAMANCE	035	035	Age Over 66	REP	W	NL	M	10	11/03/2020	history	01/13/2021	ABS-CURB	ABS-CURB	REP
WAKE	07-10	07-10	Age 41 - 65	DEM	A	UN	F	2	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
DAVIE	07	07	Age 41 - 65	UNA	W	NL	F	12	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
PITT	0101	0101	Age 41 - 65	DEM	B	NL	F	23	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	DEM
HENDERSON	NB	NB	Age 41 - 65	DEM	W	UN	F	1	11/03/2020	history	01/13/2021	ABS-CURB	ABS-CURB	DEM
NORTHAMPTON	GAPL	PLEASA	Age 18 - 25	DEM	B	NL	F	3	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
DURHAM	15	15	Age 41 - 65	DEM	B	NL	F	9	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	DEM
STANLY	0026	0026	Age 18 - 25	REP	W	NL	F	1	11/03/2020	history	01/13/2021	ABS-CURB	ABS-CURB	REP
UNION	011	011	Age 41 - 65	DEM	B	NL	M	4	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
FORSYTH	901	901	Age Over 66	DEM	W	NL	F	23	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
FORSYTH	073	073	Age 41 - 65	DEM	W	UN	F	5	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
RANDOLPH	RN	33	Age 18 - 25	REP	W	NL	F	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	REP
SAMPSON	AUTR	AUTR	Age 26 - 40	UNA	W	UN	M	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
MECKLENBURG	017	017	Age 26 - 40	DEM	B	HL	M	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	DEM
BUNCOMBE	54.2	101.1	Age 18 - 25	REP	W	NL	F	2	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	REP
NEW HANOVER	WB	WB	Age Over 66	REP	B	UN	U	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	REP
MONTGOMERY	T2	T2	Age 26 - 40	UNA	B	NL	F	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
MACON	05	05	Age 18 - 25	UNA	W	UN	F	5	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
ROBESON	32A	31	Age 41 - 65	REP	W	UN	F	2	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	REP
DURHAM	08	08	Age 41 - 65	DEM	W	NL	F	56	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
MECKLENBURG	089	089	Age 41 - 65	UNA	O	HL	F	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
GUILFORD	G37	G37	Age 26 - 40	REP	O	HL	M	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	REP
BUNCOMBE	44.1	44.1	Age 41 - 65	REP	W	UN	F	9	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	REP
ROWAN	19A	20	Age 41 - 65	UNA	W	NL	F	37	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
GASTON	22	22	Age 18 - 25	REP	U	UN	M	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	REP
MOORE	PHB1	PHB1	Age 26 - 40	DEM	B	NL	M	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
ORANGE	CF1	CF	Age 18 - 25	REP	M	UN	F	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	REP
CATAWBA	11	11	Age 18 - 25	DEM	W	NL	F	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
JOHNSTON	PR22	PR22	Age 18 - 25	UNA	U	UN	U	5	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
CUMBERLAND	AL51	AL51	Age 41 - 65	REP	W	NL	F	17	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	REP
ORANGE	TH	TH	Age 18 - 25	DEM	B	NL	F	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
BUNCOMBE	68.1	68.1	Age 26 - 40	UNA	W	UN	U	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
CABARRUS	10-00	10-00	Age 26 - 40	DEM	B	NL	M	4	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
GASTON	35	35	Age Over 66	DEM	B	NL	M	1	11/03/2020	history	01/13/2021	ABS-CURB	ABS-CURB	DEM
SURRY	05	05	Age 18 - 25	UNA	W	UN	U	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
MECKLENBURG	006	006	Age 41 - 65	UNA	U	NL	F	1	11/03/2020	history	01/13/2021	PROV	PROV	DEM
FORSYTH	505	505	Age 18 - 25	DEM	B	UN	F	3	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
WAKE	08-02	08-02	Age 41 - 65	UNA	O	HL	F	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
MECKLENBURG	034	034	Age Over 66	UNA	U	UN	M	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	UNA
WAYNE	01	01	Age 41 - 65	DEM	U	UN	U	2	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
WAKE	12-01	12-01	Age Over 66	REP	W	NL	F	35	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	REP
UNION	029A	029A	Age 41 - 65	DEM	U	HL	F	3	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	DEM
ONSLOW	BC21	BC21	Age 26 - 40	REP	W	HL	F	4	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	REP
MECKLENBURG	149	149	Age 18 - 25	DEM	B	UN	F	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	DEM
CASWELL	YANC	YAN2	Age Over 66	UNA	W	UN	M	2	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
GUILFORD	H11	H11	Age 26 - 40	UNA	I	NL	M	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	UNA
ONSLOW	EN03	EN03	Age 26 - 40	REP	W	NL	M	13	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	REP
IREDELL	CH-B	CH-B	Age 26 - 40	UNA	U	HL	F	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
LENOIR	K5	K5	Age 41 - 65	UNA	W	NL	M	13	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
GASTON	08	08	Age 18 - 25	UNA	B	NL	F	5	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
MOORE	WEM	WEM	Age 18 - 25	REP	U	UN	U	3	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	REP
CLEVELAND	S 5	S5	Age 41 - 65	DEM	W	UN	F	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
CABARRUS	04-13	04-07	Age 41 - 65	UNA	B	NL	F	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
UNION	035	035	Age 26 - 40	DEM	B	NL	F	2	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	DEM
DURHAM	15	15	Age 41 - 65	DEM	W	HL	F	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
FORSYTH	014	014	Age Over 66	DEM	B	NL	F	2	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
CARTERET	STEL	STEL	Age 26 - 40	REP	U	HL	F	1	11/03/2020	history	01/13/2021	ABS-CURB	ABS-CURB	REP
LENOIR	K5	K5	Age Over 66	REP	U	UN	F	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	REP
ASHE	14	14	Age 41 - 65	REP	W	UN	M	2	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	REP
ROCKINGHAM	MA	MA	Age 26 - 40	DEM	U	UN	M	2	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
JOHNSTON	PR34	PR34	Age 18 - 25	DEM	U	UN	U	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	DEM
WAKE	15-01	15-01	Age 26 - 40	CST	W	NL	M	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	CST
DURHAM	54	54	Age 26 - 40	DEM	U	UN	F	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	DEM
HARNETT	PR28	PR28	Age 18 - 25	DEM	U	UN	U	1	11/03/2020	history	01/13/2021	ABS-CURB	ABS-CURB	DEM
GUILFORD	GR	GR	Age 26 - 40	REP	W	UN	F	4	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	REP
HENDERSON	SW	SW	Age 26 - 40	DEM	W	NL	F	13	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
HAYWOOD	WS-2	WS-2	Age 41 - 65	UNA	U	HL	F	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
MECKLENBURG	062	062	Age 26 - 40	REP	U	UN	U	3	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	REP
JACKSON	BCK	BCK	Age Over 66	DEM	W	NL	M	26	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
DUPLIN	MAGN	MAGN	Age 41 - 65	UNA	B	UN	M	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
PITT	1513A	1402A	Age 18 - 25	DEM	U	NL	F	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
CLEVELAND	RIPPY	RIPPY	Age 41 - 65	REP	U	UN	U	7	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	REP
DURHAM	36	36	Age 26 - 40	DEM	W	NL	M	55	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
WAKE	05-03	05-03	Age Over 66	REP	A	UN	F	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	REP
MONTGOMERY	LIT	LIT	Age 18 - 25	UNA	W	NL	F	2	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
GUILFORD	G74	G74	Age Over 66	UNA	B	NL	F	3	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	UNA
WAKE	05-08	05-04	Age 26 - 40	UNA	B	UN	F	5	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
WAKE	04-04	04-04	Age 18 - 25	UNA	U	HL	M	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	UNA
NEW HANOVER	H06	H06	Age Over 66	DEM	W	NL	M	14	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
JACKSON	GLV	HAMMNT	Age Over 66	DEM	W	UN	M	2	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
BRUNSWICK	14	14	Age 41 - 65	REP	W	UN	U	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	REP
GRANVILLE	WOEL	WOEL	Age 41 - 65	UNA	W	NL	F	10	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
DURHAM	53-2	53-2	Age Over 66	DEM	U	HL	M	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
DURHAM	53-1	53-1	Age 26 - 40	DEM	W	HL	M	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	DEM
ROCKINGHAM	LK-2	LK-2	Age 41 - 65	DEM	W	NL	F	7	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
MECKLENBURG	209	209	Age 41 - 65	DEM	B	UN	M	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	DEM
DARE	SOSH	SOSH	Age 41 - 65	DEM	W	NL	M	9	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
DAVIDSON	86A	02	Age 41 - 65	REP	U	UN	F	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	REP
GRANVILLE	CRDM	CRDM	Age 26 - 40	DEM	M	NL	F	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
ORANGE	SM	SM	Age 26 - 40	UNA	W	NL	F	23	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
LINCOLN	TA37	TE27	Age Over 66	UNA	U	UN	U	5	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	UNA
PITT	0401	0401	Age 18 - 25	REP	W	UN	M	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	REP
WAKE	12-02	12-02	Age 41 - 65	UNA	O	UN	M	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
HALIFAX	BUTWD	BUTWD	Age Over 66	UNA	U	UN	U	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
FORSYTH	505	505	Age Over 66	REP	W	UN	F	3	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	REP
NEW HANOVER	H04	H04	Age 18 - 25	UNA	W	UN	F	4	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	UNA
MECKLENBURG	123	123	Age Over 66	REP	B	NL	M	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	REP
JOHNSTON	PR10B	PR10	Age 41 - 65	REP	W	NL	F	12	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	REP
ALAMANCE	06N	06N	Age 26 - 40	UNA	O	UN	F	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
CUMBERLAND	G4B	G4	Age Over 66	DEM	W	NL	F	3	11/03/2020	history	01/13/2021	CURBSIDE	CURBSIDE	DEM
FORSYTH	505	505	Age 41 - 65	LIB	W	UN	M	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	LIB
CRAVEN	VE14	14	Age 18 - 25	DEM	O	NL	M	2	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	DEM
WAKE	01-48	01-48	Age 26 - 40	UNA	U	UN	F	2	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
CAMDEN	SH	SH	Age 18 - 25	REP	W	NL	M	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	REP
ONSLOW	RL09	RL09	Age 18 - 25	REP	M	NL	M	1	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	REP
WAKE	01-39	01-39	Age 18 - 25	DEM	O	HL	M	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	DEM
RICHMOND	10	10	Age 41 - 65	DEM	B	UN	U	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	DEM
WAKE	01-39	01-39	Age 41 - 65	DEM	B	UN	M	3	11/03/2020	history	01/13/2021	ABS-MAIL	ABS-MAIL	DEM
DURHAM	53-2	53-2	Age 26 - 40	UNA	A	NL	F	1	11/03/2020	history	01/13/2021	IN-PERSON	IN-PERSON	UNA
LINCOLN	PC22	PC22	Age 41 - 65	UNA	W	NL	F	77	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
WAKE	02-06	02-06	Age 26 - 40	UNA	O	NL	M	1	11/03/2020	history	01/13/2021	ABS-1STOP	ABS-1STOP	UNA
