county_desc	election_date	stats_type	precinct_abbrv	vtd_abbrv	party_cd	race_code	ethnic_code	sex_code	age	total_voters	update_date
CABARRUS	11/03/2020	voter	12-12	12-12	LIB	B	NL	F	Age 41 - 65	1	
MECKLENBURG	11/03/2020	voter	012	012	UNA	A	NL	F	Age 26 - 40	4	
JOHNSTON	11/03/2020	voter	PR13	PR13	REP	U	UN	M	Age 26 - 40	7	
NEW HANOVER	11/03/2020	voter	W24	W24	UNA	B	UN	U	Age 26 - 40	1	
DAVIDSON	11/03/2020	voter	32	32	DEM	O	HL	F	Age 18 - 25	4	
GUILFORD	11/03/2020	voter	JAM4	JAM4	REP	W	UN	U	Age 41 - 65	2	
MECKLENBURG	11/03/2020	voter	104	104	DEM	A	UN	M	Age 26 - 40	2	
CUMBERLAND	11/03/2020	voter	G10C	G10	REP	U	UN	U	Age 41 - 65	54	
WASHINGTON	11/03/2020	voter	SC	SC	REP	W	NL	F	Age 26 - 40	16	
UNION	11/03/2020	voter	017B	017B	DEM	A	NL	F	Age 26 - 40	3	
UNION	11/03/2020	voter	029B	029B	UNA	U	UN	U	Age Over 66	3	
WAKE	11/03/2020	voter	01-34	01-34	DEM	U	NL	F	Age Over 66	2	
CHATHAM	11/03/2020	voter	NWM117	NWM117	DEM	O	UN	F	Age Over 66	1	
DAVIE	11/03/2020	voter	01	01	UNA	W	UN	U	Age 26 - 40	1	
SURRY	11/03/2020	voter	10	10	DEM	O	HL	M	Age Over 66	1	
IREDELL	11/03/2020	voter	ST1	ST1	UNA	B	UN	M	Age Over 66	1	
CASWELL	11/03/2020	voter	PH	PROS	REP	W	UN	F	Age 26 - 40	1	
LENOIR	11/03/2020	voter	MH	MH	DEM	M	HL	M	Age 41 - 65	1	
GUILFORD	11/03/2020	voter	GIB	GIB	DEM	U	NL	M	Age 18 - 25	1	
GUILFORD	11/03/2020	voter	G43	G43	UNA	U	UN	U	Age 18 - 25	40	
WAKE	11/03/2020	voter	18-04	18-04	UNA	O	NL	F	Age Over 66	2	
WAKE	11/03/2020	voter	04-04	04-04	DEM	W	NL	F	Age Over 66	70	
CATAWBA	11/03/2020	voter	23	23	DEM	U	HL	M	Age 26 - 40	1	
MOORE	11/03/2020	voter	CAR	CAR	DEM	U	UN	F	Age 26 - 40	2	
WAKE	11/03/2020	voter	01-41	01-41	UNA	W	UN	F	Age 41 - 65	7	
GUILFORD	11/03/2020	voter	RC1	RC1	UNA	W	NL	M	Age Over 66	68	
WAYNE	11/03/2020	voter	08	08	DEM	B	UN	M	Age Over 66	9	
GREENE	11/03/2020	voter	WALS	WALS	DEM	O	HL	M	Age 18 - 25	3	
RANDOLPH	11/03/2020	voter	UG	40	DEM	B	NL	F	Age 18 - 25	1	
MECKLENBURG	11/03/2020	voter	224	224	DEM	O	UN	F	Age 26 - 40	1	
ONSLOW	11/03/2020	voter	NM13	NM13	REP	W	UN	M	Age 26 - 40	9	
CABARRUS	11/03/2020	voter	01-07	01-07	DEM	A	UN	F	Age 26 - 40	3	
CUMBERLAND	11/03/2020	voter	CC29	CC29	DEM	U	HL	M	Age 41 - 65	2	
CUMBERLAND	11/03/2020	voter	G3A-1	G3	REP	W	NL	F	Age 41 - 65	83	
NASH	11/03/2020	voter	P18A	0038	GRE	I	UN	M	Age 41 - 65	1	
CLEVELAND	11/03/2020	voter	KM N	KM1	UNA	O	NL	F	Age 26 - 40	2	
LEE	11/03/2020	voter	E2	E	DEM	B	NL	M	Age 41 - 65	64	
CALDWELL	11/03/2020	voter	PR13	PR13	DEM	W	NL	F	Age 26 - 40	22	
BURKE	11/03/2020	voter	0022	0022	UNA	W	UN	M	Age Over 66	5	
RUTHERFORD	11/03/2020	voter	11	11	REP	U	HL	F	Age 41 - 65	1	
WAKE	11/03/2020	voter	01-23	01-23	REP	W	HL	U	Age 18 - 25	2	
BLADEN	11/03/2020	voter	P80	P80	UNA	W	HL	F	Age 26 - 40	1	
BEAUFORT	11/03/2020	voter	WASH4	WASH4	DEM	W	HL	M	Age 26 - 40	1	
TRANSYLVANIA	11/03/2020	voter	BD	BD	UNA	B	NL	M	Age 18 - 25	4	
DURHAM	11/03/2020	voter	38	38	GRE	B	NL	F	Age 18 - 25	1	
CATAWBA	11/03/2020	voter	30	30	REP	W	NL	M	Age 26 - 40	89	
LINCOLN	11/03/2020	voter	LS12	LS12	UNA	W	NL	M	Age 18 - 25	24	
FORSYTH	11/03/2020	voter	055	055	REP	U	NL	F	Age Over 66	1	
NEW HANOVER	11/03/2020	voter	W17	W17	LIB	B	NL	F	Age 41 - 65	1	
GASTON	11/03/2020	voter	45	45	DEM	A	NL	M	Age Over 66	1	
JOHNSTON	11/03/2020	voter	PR11B	PR11B	UNA	W	NL	F	Age 26 - 40	167	
IREDELL	11/03/2020	voter	SH-B	SH-B	DEM	O	HL	F	Age 26 - 40	1	
TRANSYLVANIA	11/03/2020	voter	B4	B4	REP	U	UN	F	Age Over 66	2	
PENDER	11/03/2020	voter	NB02	MH07	REP	U	UN	F	Age 26 - 40	1	
MECKLENBURG	11/03/2020	voter	012	012	UNA	O	HL	F	Age 41 - 65	1	
BURKE	11/03/2020	voter	0051	0051	DEM	U	UN	F	Age 26 - 40	1	
ROBESON	11/03/2020	voter	37	37	UNA	W	NL	F	Age 26 - 40	16	
NEW HANOVER	11/03/2020	voter	M03	M03	DEM	W	UN	U	Age 41 - 65	3	
WAKE	11/03/2020	voter	01-15	01-15	UNA	U	UN	U	Age 18 - 25	21	
PITT	11/03/2020	voter	1512A	1512A	REP	B	NL	M	Age 26 - 40	4	
ORANGE	11/03/2020	voter	HF	HF	DEM	W	UN	F	Age Over 66	12	
SURRY	11/03/2020	voter	32	20	DEM	B	NL	F	Age 41 - 65	13	
CABARRUS	11/03/2020	voter	12-11	12-11	UNA	B	NL	F	Age 41 - 65	10	
HYDE	11/03/2020	voter	BM	BM	REP	W	NL	F	Age 18 - 25	3	
HARNETT	11/03/2020	voter	PR08	PR08	DEM	U	UN	M	Age 18 - 25	1	
WAKE	11/03/2020	voter	09-03	09-03	REP	W	UN	F	Age 41 - 65	41	
CUMBERLAND	11/03/2020	voter	LI65	LI65	REP	O	HL	F	Age 18 - 25	1	
MCDOWELL	11/03/2020	voter	MAR 3	MAR-3	DEM	W	NL	M	Age Over 66	19	
MOORE	11/03/2020	voter	WND	WND	UNA	W	UN	F	Age 41 - 65	17	
RANDOLPH	11/03/2020	voter	AW	08	UNA	M	HL	M	Age 18 - 25	1	
HALIFAX	11/03/2020	voter	RR7-9	RR-7	REP	W	UN	U	Age Over 66	2	
ONSLOW	11/03/2020	voter	TL06	TL06	DEM	O	NL	F	Age 18 - 25	1	
MECKLENBURG	11/03/2020	voter	147	147	UNA	B	UN	F	Age 26 - 40	14	
BRUNSWICK	11/03/2020	voter	22	22	CST	U	UN	F	Age Over 66	1	
CUMBERLAND	11/03/2020	voter	G2E-1	G2	DEM	W	NL	F	Age Over 66	17	
ORANGE	11/03/2020	voter	LC	LC	UNA	W	HL	M	Age 18 - 25	4	
GUILFORD	11/03/2020	voter	G17	G17	UNA	W	NL	M	Age Over 66	42	
CABARRUS	11/03/2020	voter	12-11	12-11	DEM	A	NL	F	Age 41 - 65	1	
CUMBERLAND	11/03/2020	voter	LR63	LR63	DEM	U	UN	M	Age 18 - 25	3	
MECKLENBURG	11/03/2020	voter	 	�	REP	W	UN	M	Age 18 - 25	1	
DUPLIN	11/03/2020	voter	LOCK	LOCK	REP	W	NL	M	Age Over 66	17	
WARREN	11/03/2020	voter	003	003	DEM	B	UN	F	Age 26 - 40	20	
DAVIDSON	11/03/2020	voter	68	68	UNA	A	UN	F	Age 26 - 40	2	
DAVIDSON	11/03/2020	voter	48	48	REP	W	UN	F	Age 41 - 65	43	
BUNCOMBE	11/03/2020	voter	62.1	62.1	GRE	W	NL	M	Age Over 66	1	
NEW HANOVER	11/03/2020	voter	W29	W29	REP	M	UN	M	Age 26 - 40	1	
RANDOLPH	11/03/2020	voter	TR	39	UNA	U	UN	F	Age 18 - 25	2	
CUMBERLAND	11/03/2020	voter	SH77	SH77	DEM	W	NL	F	Age 41 - 65	77	
HAYWOOD	11/03/2020	voter	WW	WW	UNA	U	UN	F	Age 41 - 65	1	
CLEVELAND	11/03/2020	voter	WACO	WACO	UNA	W	NL	M	Age 18 - 25	43	
STOKES	11/03/2020	voter	12	12	DEM	U	UN	F	Age 18 - 25	2	
HENDERSON	11/03/2020	voter	NE	NE	UNA	U	UN	F	Age 26 - 40	3	
CHATHAM	11/03/2020	voter	42	42	DEM	A	NL	F	Age 18 - 25	1	
DAVIDSON	11/03/2020	voter	34	34	REP	W	HL	M	Age 26 - 40	2	
MOORE	11/03/2020	voter	LTR	LTR	UNA	W	HL	M	Age 41 - 65	1	
MOORE	11/03/2020	voter	NSP	NSP	DEM	W	UN	M	Age 41 - 65	3	
DURHAM	11/03/2020	voter	46	46	DEM	B	UN	F	Age 26 - 40	62	
MECKLENBURG	11/03/2020	voter	124	124	DEM	U	UN	F	Age 18 - 25	1	
DAVIE	11/03/2020	voter	08	08	UNA	B	NL	F	Age 26 - 40	7	
SURRY	11/03/2020	voter	16	16	LIB	U	UN	U	Age 26 - 40	2	
MECKLENBURG	11/03/2020	voter	243	243	CST	O	NL	M	Age 26 - 40	1	
FRANKLIN	11/03/2020	voter	15	15	UNA	U	UN	M	Age 41 - 65	7	
HERTFORD	11/03/2020	voter	WN	WN	UNA	B	UN	F	Age 41 - 65	2	
VANCE	11/03/2020	voter	SH1	SH1	DEM	B	NL	F	Age 26 - 40	139	
BUNCOMBE	11/03/2020	voter	43.2	106.1	UNA	W	NL	U	Age 41 - 65	1	
MONTGOMERY	11/03/2020	voter	ROC	ROC	REP	O	HL	M	Age 18 - 25	2	
WAKE	11/03/2020	voter	01-30	01-30	UNA	W	UN	F	Age 18 - 25	2	
BURKE	11/03/2020	voter	0047-B	0047	DEM	W	NL	M	Age 18 - 25	4	
GUILFORD	11/03/2020	voter	G02	G02	DEM	W	UN	M	Age 18 - 25	1	
ROWAN	11/03/2020	voter	09	09	DEM	W	UN	M	Age 18 - 25	1	
WAKE	11/03/2020	voter	16-04	16-04	UNA	M	UN	F	Age 26 - 40	1	
LENOIR	11/03/2020	voter	PH1	PH1	DEM	O	HL	M	Age 26 - 40	1	
WAKE	11/03/2020	voter	05-06	05-06	UNA	W	NL	M	Age 26 - 40	69	
ORANGE	11/03/2020	voter	ENO	ENO	REP	W	UN	M	Age 26 - 40	6	
LINCOLN	11/03/2020	voter	SL24	SL24	UNA	A	UN	F	Age 26 - 40	2	
WAKE	11/03/2020	voter	01-41	01-41	REP	B	UN	F	Age 26 - 40	1	
GUILFORD	11/03/2020	voter	G35	G35	REP	W	NL	F	Age 41 - 65	54	
ROBESON	11/03/2020	voter	11	11	DEM	W	UN	F	Age 26 - 40	1	
WAKE	11/03/2020	voter	10-04	10-04	UNA	U	HL	M	Age 26 - 40	8	
JONES	11/03/2020	voter	P06	P06	DEM	U	HL	F	Age Over 66	1	
RANDOLPH	11/03/2020	voter	AE	05	UNA	U	UN	U	Age 41 - 65	16	
WAKE	11/03/2020	voter	01-23	01-23	REP	B	UN	F	Age Over 66	1	
ONSLOW	11/03/2020	voter	NE22B	NE22	UNA	W	HL	M	Age 41 - 65	6	
MONTGOMERY	11/03/2020	voter	T1	T1	UNA	M	UN	M	Age 18 - 25	1	
IREDELL	11/03/2020	voter	ST4	ST4	REP	U	HL	F	Age 41 - 65	3	
CUMBERLAND	11/03/2020	voter	CC32	CC32	UNA	W	NL	F	Age 18 - 25	12	
BURKE	11/03/2020	voter	0014	0014	REP	W	NL	M	Age Over 66	109	
SAMPSON	11/03/2020	voter	CLSW	CLSW	DEM	I	UN	F	Age 26 - 40	1	
WAKE	11/03/2020	voter	08-03	08-03	DEM	W	NL	F	Age 41 - 65	195	
DAVIDSON	11/03/2020	voter	12	12	REP	W	UN	M	Age 26 - 40	13	
MECKLENBURG	11/03/2020	voter	057	057	DEM	U	UN	F	Age Over 66	1	
DURHAM	11/03/2020	voter	09	09	REP	U	HL	F	Age 26 - 40	1	
MECKLENBURG	11/03/2020	voter	224	224	UNA	O	HL	M	Age 26 - 40	14	
WAKE	11/03/2020	voter	01-19	01-19	DEM	B	UN	M	Age 18 - 25	14	
BRUNSWICK	11/03/2020	voter	05	05	UNA	A	UN	F	Age 41 - 65	1	
LINCOLN	11/03/2020	voter	LS12	LS12	DEM	B	UN	M	Age 26 - 40	5	
CABARRUS	11/03/2020	voter	04-12	04-06	DEM	O	HL	M	Age 18 - 25	6	
WAKE	11/03/2020	voter	08-02	08-02	UNA	W	UN	F	Age 18 - 25	19	
RICHMOND	11/03/2020	voter	04	04	UNA	U	UN	M	Age 18 - 25	3	
FORSYTH	11/03/2020	voter	042	042	REP	B	NL	F	Age 41 - 65	1	
NEW HANOVER	11/03/2020	voter	W17	W17	UNA	O	UN	F	Age 41 - 65	2	
MECKLENBURG	11/03/2020	voter	014	014	UNA	O	UN	M	Age 26 - 40	1	
NEW HANOVER	11/03/2020	voter	W24	W24	REP	U	UN	M	Age 41 - 65	1	
ROWAN	11/03/2020	voter	41	41	DEM	O	HL	F	Age 41 - 65	1	
BURKE	11/03/2020	voter	0034	0034	DEM	B	UN	F	Age 41 - 65	2	
WAKE	11/03/2020	voter	04-21	04-21	REP	B	NL	M	Age 41 - 65	4	
CUMBERLAND	11/03/2020	voter	CL57-2	CL57	DEM	M	UN	F	Age 18 - 25	3	
CABARRUS	11/03/2020	voter	04-13	04-07	DEM	U	UN	F	Age 41 - 65	2	
NEW HANOVER	11/03/2020	voter	H03	H03	DEM	O	NL	F	Age 18 - 25	2	
CLEVELAND	11/03/2020	voter	GROVER	GROVER	REP	W	UN	F	Age 18 - 25	8	
DAVIDSON	11/03/2020	voter	36	36	REP	W	UN	M	Age 26 - 40	4	
IREDELL	11/03/2020	voter	CC1	CC1	UNA	W	HL	M	Age 26 - 40	4	
MITCHELL	11/03/2020	voter	04	04	REP	W	NL	F	Age Over 66	540	
JOHNSTON	11/03/2020	voter	PR28	PR28	LIB	U	UN	U	Age 26 - 40	4	
ROWAN	11/03/2020	voter	14A	14	LIB	M	NL	M	Age 26 - 40	1	
HENDERSON	11/03/2020	voter	HV-3	HV-3	DEM	M	UN	M	Age 41 - 65	1	
WARREN	11/03/2020	voter	005	005	UNA	B	UN	F	Age 41 - 65	4	
MECKLENBURG	11/03/2020	voter	207	207	REP	W	HL	M	Age 41 - 65	4	
MECKLENBURG	11/03/2020	voter	049	049	UNA	M	NL	F	Age 18 - 25	1	
DURHAM	11/03/2020	voter	26	26	DEM	W	NL	M	Age 26 - 40	9	
DURHAM	11/03/2020	voter	09	09	REP	W	UN	F	Age 18 - 25	1	
MECKLENBURG	11/03/2020	voter	087	087	GRE	O	NL	M	Age 41 - 65	1	
DAVIE	11/03/2020	voter	12	12	REP	O	HL	F	Age 41 - 65	2	
GASTON	11/03/2020	voter	26	26	DEM	O	HL	M	Age 18 - 25	3	
WATAUGA	11/03/2020	voter	04	04	UNA	O	HL	F	Age 18 - 25	3	
CATAWBA	11/03/2020	voter	35	35	REP	U	UN	U	Age Over 66	2	
HERTFORD	11/03/2020	voter	ML	ML	UNA	W	NL	F	Age 26 - 40	15	
SAMPSON	11/03/2020	voter	CLSW	CLSW	UNA	B	NL	F	Age 18 - 25	5	
WAKE	11/03/2020	voter	07-03	07-03	DEM	U	UN	U	Age 41 - 65	2	
BRUNSWICK	11/03/2020	voter	14	14	UNA	A	NL	F	Age Over 66	1	
CHOWAN	11/03/2020	voter	3	3	UNA	W	UN	F	Age 18 - 25	7	
CABARRUS	11/03/2020	voter	11-01	11-01	UNA	M	UN	F	Age 41 - 65	2	
MECKLENBURG	11/03/2020	voter	137	137	DEM	B	UN	F	Age 26 - 40	8	
VANCE	11/03/2020	voter	SH1	SH1	UNA	B	UN	M	Age 26 - 40	5	
LEE	11/03/2020	voter	C2	C	REP	W	NL	F	Age 18 - 25	46	
CATAWBA	11/03/2020	voter	16	16	DEM	U	HL	M	Age 41 - 65	3	
CALDWELL	11/03/2020	voter	PR18	PR18	DEM	B	NL	F	Age Over 66	4	
DURHAM	11/03/2020	voter	07	07	DEM	W	NL	U	Age 18 - 25	3	
WATAUGA	11/03/2020	voter	09	09	DEM	W	UN	M	Age 18 - 25	1	
VANCE	11/03/2020	voter	NV	NH2	UNA	U	UN	U	Age 18 - 25	8	
WAKE	11/03/2020	voter	07-01	07-01	UNA	W	UN	F	Age 26 - 40	12	
MCDOWELL	11/03/2020	voter	WEST M	WEST-M	DEM	W	NL	M	Age 26 - 40	33	
CUMBERLAND	11/03/2020	voter	MR02	MR02	DEM	W	UN	F	Age 26 - 40	9	
GREENE	11/03/2020	voter	SH#1	SH1	DEM	B	UN	F	Age 18 - 25	7	
CUMBERLAND	11/03/2020	voter	SL78-3	G11	REP	O	UN	F	Age 26 - 40	1	
PERSON	11/03/2020	voter	PNTH	ROX2	REP	W	NL	M	Age 26 - 40	22	
MOORE	11/03/2020	voter	PBF	PBF	REP	U	UN	F	Age 26 - 40	2	
MECKLENBURG	11/03/2020	voter	035	035	UNA	O	HL	M	Age 41 - 65	2	
CASWELL	11/03/2020	voter	LOCU	LOCU	DEM	U	UN	U	Age Over 66	1	
DURHAM	11/03/2020	voter	52	52	REP	U	NL	F	Age Over 66	1	
MECKLENBURG	11/03/2020	voter	020	020	DEM	U	NL	M	Age 41 - 65	1	
NEW HANOVER	11/03/2020	voter	FP07	FP01	DEM	B	NL	M	Age 41 - 65	21	
BUNCOMBE	11/03/2020	voter	15.1	15.1	UNA	W	UN	F	Age Over 66	14	
WAKE	11/03/2020	voter	05-07	05-04	UNA	A	NL	M	Age 18 - 25	73	
FORSYTH	11/03/2020	voter	602	602	DEM	U	HL	M	Age Over 66	1	
CABARRUS	11/03/2020	voter	01-02	01-02	UNA	U	UN	M	Age 41 - 65	7	
AVERY	11/03/2020	voter	03	03	REP	O	NL	M	Age 41 - 65	2	
GUILFORD	11/03/2020	voter	G67	G67	DEM	B	UN	F	Age Over 66	5	
BRUNSWICK	11/03/2020	voter	01	01	DEM	M	UN	F	Age 41 - 65	1	
JOHNSTON	11/03/2020	voter	PR19	PR19	REP	B	NL	F	Age 18 - 25	1	
GUILFORD	11/03/2020	voter	H28	HP	UNA	B	UN	F	Age 18 - 25	2	
ASHE	11/03/2020	voter	20	20	DEM	W	UN	M	Age 26 - 40	9	
JOHNSTON	11/03/2020	voter	PR12B	PR12	REP	A	NL	F	Age 26 - 40	1	
GUILFORD	11/03/2020	voter	H10	H10	UNA	B	UN	U	Age 18 - 25	1	
JOHNSTON	11/03/2020	voter	PR07	PR07	DEM	U	UN	F	Age Over 66	2	
GUILFORD	11/03/2020	voter	G75	G75	UNA	B	NL	M	Age 26 - 40	27	
ROBESON	11/03/2020	voter	36	36	UNA	B	NL	F	Age 18 - 25	13	
DURHAM	11/03/2020	voter	30-1	30-1	DEM	A	UN	M	Age 41 - 65	5	
MECKLENBURG	11/03/2020	voter	229	229	DEM	A	UN	F	Age Over 66	4	
FRANKLIN	11/03/2020	voter	01	01	UNA	B	NL	F	Age 26 - 40	8	
CATAWBA	11/03/2020	voter	25	25	REP	W	UN	F	Age 18 - 25	6	
DAVIDSON	11/03/2020	voter	70	70	DEM	B	NL	F	Age 41 - 65	12	
WAKE	11/03/2020	voter	04-13	04-13	DEM	O	NL	F	Age Over 66	6	
CLEVELAND	11/03/2020	voter	MULLS	MULLS	DEM	W	UN	M	Age 26 - 40	4	
ANSON	11/03/2020	voter	GULL	GULL	DEM	B	UN	F	Age 26 - 40	14	
GUILFORD	11/03/2020	voter	NWASH	NWASH	UNA	W	UN	M	Age 18 - 25	2	
MECKLENBURG	11/03/2020	voter	223.1	223.1	REP	O	UN	M	Age 26 - 40	1	
JOHNSTON	11/03/2020	voter	PR11B	PR11B	REP	W	NL	M	Age 18 - 25	61	
ORANGE	11/03/2020	voter	CF1	BC	DEM	U	HL	M	Age 18 - 25	1	
CALDWELL	11/03/2020	voter	PR07	PR07	UNA	W	UN	F	Age 18 - 25	5	
WAKE	11/03/2020	voter	20-03	20-03	UNA	W	NL	M	Age 18 - 25	87	
PITT	11/03/2020	voter	1507	1507	LIB	W	NL	F	Age 18 - 25	2	
GUILFORD	11/03/2020	voter	RC1	RC1	LIB	U	UN	F	Age 18 - 25	1	
BUNCOMBE	11/03/2020	voter	25.1	25.1	UNA	O	NL	M	Age 18 - 25	1	
MECKLENBURG	11/03/2020	voter	228	228	UNA	W	NL	M	Age Over 66	32	
HAYWOOD	11/03/2020	voter	BE-3	BE-3	DEM	W	NL	F	Age Over 66	110	
WASHINGTON	11/03/2020	voter	SC	SC	REP	U	UN	M	Age 41 - 65	1	
GUILFORD	11/03/2020	voter	G53	G53	DEM	I	NL	M	Age 41 - 65	2	
WASHINGTON	11/03/2020	voter	P2	P2	UNA	W	NL	F	Age Over 66	9	
HARNETT	11/03/2020	voter	PR07	PR07	REP	O	HL	F	Age Over 66	3	
DAVIDSON	11/03/2020	voter	36	36	UNA	W	NL	F	Age 18 - 25	13	
DAVIE	11/03/2020	voter	03	03	DEM	M	UN	F	Age 26 - 40	1	
DUPLIN	11/03/2020	voter	FAIS	FAIS	DEM	W	UN	F	Age Over 66	3	
WATAUGA	11/03/2020	voter	05	05	DEM	U	UN	F	Age 18 - 25	2	
WAKE	11/03/2020	voter	13-05	13-05	REP	O	UN	F	Age 41 - 65	1	
RANDOLPH	11/03/2020	voter	TR	39	DEM	A	NL	M	Age 18 - 25	2	
HAYWOOD	11/03/2020	voter	BE-2	BE-2	UNA	U	UN	U	Age 26 - 40	7	
MECKLENBURG	11/03/2020	voter	004	004	UNA	U	HL	F	Age 41 - 65	6	
BUNCOMBE	11/03/2020	voter	50.1	50.1	REP	W	NL	F	Age 18 - 25	13	
COLUMBUS	11/03/2020	voter	P22A	P22	UNA	I	NL	F	Age 26 - 40	1	
MECKLENBURG	11/03/2020	voter	119	119	REP	W	NL	M	Age 18 - 25	12	
CUMBERLAND	11/03/2020	voter	G10A	G10	REP	W	UN	F	Age Over 66	21	
BEAUFORT	11/03/2020	voter	BELHV	BELHV	UNA	U	HL	M	Age 18 - 25	1	
BEAUFORT	11/03/2020	voter	WASHP	WASHP	REP	W	NL	U	Age 26 - 40	2	
WAYNE	11/03/2020	voter	16	16	DEM	A	UN	M	Age 41 - 65	1	
CARTERET	11/03/2020	voter	NRIV	NRIV	DEM	W	UN	M	Age 41 - 65	1	
COLUMBUS	11/03/2020	voter	P24	P24	DEM	O	NL	M	Age 18 - 25	1	
CATAWBA	11/03/2020	voter	29	29	LIB	U	UN	U	Age 26 - 40	4	
HENDERSON	11/03/2020	voter	SM	SM	DEM	B	NL	M	Age 26 - 40	2	
WAKE	11/03/2020	voter	17-11	17-11	UNA	B	HL	M	Age 18 - 25	1	
MOORE	11/03/2020	voter	VSS	VSS	UNA	W	NL	M	Age 26 - 40	71	
STANLY	11/03/2020	voter	0026	0026	UNA	U	UN	U	Age 41 - 65	10	
CUMBERLAND	11/03/2020	voter	G2B	G2	UNA	I	NL	F	Age 41 - 65	1	
STANLY	11/03/2020	voter	0021	0021	REP	W	NL	F	Age 18 - 25	34	
GUILFORD	11/03/2020	voter	H20A	H20A	DEM	U	UN	U	Age 26 - 40	9	
MECKLENBURG	11/03/2020	voter	202	202	DEM	B	UN	F	Age 41 - 65	39	
PAMLICO	11/03/2020	voter	1RB	1RB	DEM	B	UN	F	Age 18 - 25	3	
GASTON	11/03/2020	voter	03	03	REP	M	NL	M	Age 41 - 65	1	
MECKLENBURG	11/03/2020	voter	098	098	UNA	B	NL	F	Age 26 - 40	54	
GASTON	11/03/2020	voter	28	28	REP	U	NL	M	Age 41 - 65	2	
WILKES	11/03/2020	voter	120	120	UNA	M	UN	U	Age 18 - 25	1	
WAKE	11/03/2020	voter	02-03	02-03	DEM	W	NL	F	Age Over 66	79	
WAKE	11/03/2020	voter	01-42	01-42	DEM	W	NL	U	Age 26 - 40	2	
ROWAN	11/03/2020	voter	28	28	UNA	B	UN	M	Age 18 - 25	5	
CUMBERLAND	11/03/2020	voter	G2C-1	G2	DEM	O	UN	U	Age 41 - 65	1	
UNION	11/03/2020	voter	015	015	UNA	W	NL	F	Age Over 66	106	
FORSYTH	11/03/2020	voter	404	404	DEM	U	UN	U	Age 41 - 65	26	
PERQUIMANS	11/03/2020	voter	BETHEL	BETHEL	UNA	B	NL	M	Age 26 - 40	5	
CHATHAM	11/03/2020	voter	ESC114	ESC114	DEM	B	UN	F	Age 41 - 65	49	
CUMBERLAND	11/03/2020	voter	CC31	CC31	DEM	W	UN	M	Age 26 - 40	3	
CUMBERLAND	11/03/2020	voter	G7A	G7	UNA	B	NL	M	Age 26 - 40	4	
IREDELL	11/03/2020	voter	DV2-B	DV2-B	UNA	U	HL	F	Age 41 - 65	2	
HOKE	11/03/2020	voter	63	63	REP	W	UN	M	Age Over 66	1	
WATAUGA	11/03/2020	voter	12	12	LIB	W	NL	M	Age 18 - 25	10	
BUNCOMBE	11/03/2020	voter	17.1	17.1	LIB	W	UN	M	Age 18 - 25	1	
MECKLENBURG	11/03/2020	voter	204.1	204.1	DEM	W	UN	M	Age 41 - 65	10	
ORANGE	11/03/2020	voter	HE	CP	UNA	W	NL	U	Age 18 - 25	1	
PITT	11/03/2020	voter	1512A	1512A	UNA	I	UN	F	Age Over 66	1	
CATAWBA	11/03/2020	voter	16	16	UNA	O	NL	F	Age 41 - 65	2	
HALIFAX	11/03/2020	voter	HOL	HOL	REP	U	UN	U	Age 18 - 25	1	
WAKE	11/03/2020	voter	12-01	12-01	REP	W	UN	U	Age 26 - 40	8	
GUILFORD	11/03/2020	voter	G12	G12	UNA	B	UN	F	Age 26 - 40	1	
NEW HANOVER	11/03/2020	voter	H08	H08	DEM	B	NL	M	Age 18 - 25	3	
PERSON	11/03/2020	voter	MTTZ	MTTZ	REP	B	UN	F	Age 41 - 65	1	
BRUNSWICK	11/03/2020	voter	17	17	UNA	U	HL	F	Age 41 - 65	1	
JOHNSTON	11/03/2020	voter	PR11A	PR11A	DEM	B	NL	U	Age 41 - 65	1	
CABARRUS	11/03/2020	voter	11-01	11-01	DEM	U	UN	F	Age 18 - 25	10	
ROWAN	11/03/2020	voter	41	41	REP	O	HL	F	Age 41 - 65	1	
IREDELL	11/03/2020	voter	ST4	ST4	UNA	U	UN	M	Age Over 66	1	
JOHNSTON	11/03/2020	voter	PR29B	PR29B	DEM	B	UN	M	Age Over 66	15	
NEW HANOVER	11/03/2020	voter	H06	H06	DEM	W	UN	U	Age Over 66	1	
CATAWBA	11/03/2020	voter	13	13	DEM	B	UN	M	Age Over 66	6	
GUILFORD	11/03/2020	voter	G42B	G42	UNA	U	UN	U	Age Over 66	2	
HENDERSON	11/03/2020	voter	BK	BK	REP	U	NL	F	Age 41 - 65	1	
NEW HANOVER	11/03/2020	voter	H08	H08	UNA	B	UN	F	Age 18 - 25	2	
SURRY	11/03/2020	voter	09	09	DEM	W	NL	F	Age 18 - 25	11	
WAKE	11/03/2020	voter	05-07	05-04	DEM	A	NL	F	Age 41 - 65	90	
NEW HANOVER	11/03/2020	voter	W17	W17	DEM	U	UN	M	Age 18 - 25	1	
ROBESON	11/03/2020	voter	26A	26	UNA	B	UN	F	Age 41 - 65	1	
MECKLENBURG	11/03/2020	voter	226	226	REP	W	UN	M	Age 41 - 65	22	
MECKLENBURG	11/03/2020	voter	006	006	DEM	M	NL	F	Age 26 - 40	4	
WAKE	11/03/2020	voter	01-33	01-33	DEM	W	NL	F	Age 26 - 40	62	
ALAMANCE	11/03/2020	voter	03N	03N	DEM	M	UN	U	Age 18 - 25	3	
